Item_Identifier,level_1,Item_Weight
FDH14,4,17.1
FDH14,5,
FDH14,6,17.1
FDH14,7,
FDH14,8,17.1
FDH14,9,17.1
FDH16,0,10.5
FDH16,1,10.5
FDH16,2,10.5
FDH16,3,10.5
FDH16,4,
FDH16,5,10.5
FDH16,6,10.5
FDH16,7,10.5
FDH16,8,10.5
FDH17,0,16.2
FDH17,1,16.2
FDH17,2,
FDH17,3,16.2
FDH17,4,16.2
FDH17,5,16.2
FDH17,6,16.2
FDH17,7,
FDH17,8,16.2
FDH19,0,19.35
FDH19,1,
FDH19,2,19.35
FDH19,3,19.35
FDH19,4,
FDH19,5,19.35
FDH19,6,19.35
FDH19,7,19.35
FDH19,8,19.35
FDH20,0,16.1
FDH20,1,16.1
FDH20,2,16.1
FDH20,3,16.1
FDH20,4,16.1
FDH20,5,16.1
FDH20,6,16.1
FDH20,7,16.1
FDH20,8,
FDH21,0,10.395
FDH21,1,
FDH21,2,10.395
FDH21,3,
FDH21,4,10.395
FDH21,5,10.395
FDH21,6,10.395
FDH21,7,10.395
FDH21,8,10.395
FDH21,9,10.395
FDH22,0,6.405
FDH22,1,6.405
FDH22,2,6.405
FDH22,3,6.405
FDH22,4,6.405
FDH22,5,
FDH22,6,6.405
FDH22,7,6.405
FDH24,0,20.7
FDH24,1,20.7
FDH24,2,20.7
FDH24,3,20.7
FDH24,4,20.7
FDH24,5,20.7
FDH24,6,
FDH24,7,20.7
FDH24,8,
FDH26,0,19.25
FDH26,1,
FDH26,2,19.25
FDH26,3,19.25
FDH26,4,19.25
FDH26,5,19.25
FDH26,6,19.25
FDH26,7,19.25
FDH26,8,
FDH27,0,7.075
FDH27,1,7.075
FDH27,2,7.075
FDH27,3,7.075
FDH27,4,7.075
FDH27,5,7.075
FDH27,6,7.075
FDH27,7,
FDH27,8,
FDH27,9,7.075
FDH28,0,15.85
FDH28,1,
FDH28,2,15.85
FDH28,3,15.85
FDH28,4,15.85
FDH28,5,15.85
FDH28,6,
FDH28,7,15.85
FDH28,8,15.85
FDH28,9,15.85
FDH31,0,12.0
FDH31,1,
FDH31,2,12.0
FDH31,3,
FDH31,4,12.0
FDH31,5,12.0
FDH31,6,12.0
FDH31,7,12.0
FDH31,8,12.0
FDH31,9,12.0
FDH32,0,12.8
FDH32,1,
FDH32,2,12.8
FDH32,3,12.8
FDH32,4,12.8
FDH32,5,12.8
FDH32,6,
FDH32,7,12.8
FDH32,8,12.8
FDH32,9,12.8
FDH33,0,12.85
FDH33,1,
FDH33,2,
FDH33,3,12.85
FDH33,4,12.85
FDH33,5,12.85
FDH33,6,12.85
FDH33,7,12.85
FDH33,8,12.85
FDH34,0,8.63
FDH34,1,8.63
FDH34,2,8.63
FDH34,3,
FDH34,4,
FDH34,5,8.63
FDH34,6,8.63
FDH34,7,8.63
FDH34,8,8.63
FDH35,0,18.25
FDH35,1,
FDH35,2,18.25
FDH35,3,18.25
FDH35,4,18.25
FDH35,5,18.25
FDH35,6,18.25
FDH35,7,18.25
FDH35,8,18.25
FDH38,0,6.425
FDH38,1,6.425
FDH38,2,6.425
FDH38,3,6.425
FDH38,4,6.425
FDH38,5,
FDH38,6,6.425
FDH38,7,
FDH38,8,6.425
FDH40,0,11.6
FDH40,1,
FDH40,2,11.6
FDH40,3,11.6
FDH40,4,11.6
FDH40,5,11.6
FDH40,6,
FDH40,7,11.6
FDH40,8,11.6
FDH40,9,11.6
FDH41,0,9.0
FDH41,1,9.0
FDH41,2,9.0
FDH41,3,9.0
FDH41,4,
FDH41,5,
FDH41,6,9.0
FDH41,7,9.0
FDH41,8,9.0
FDH41,9,9.0
FDH44,0,19.1
FDH44,1,19.1
FDH44,2,19.1
FDH44,3,19.1
FDH44,4,19.1
FDH44,5,19.1
FDH44,6,19.1
FDH44,7,
FDH44,8,19.1
FDH45,0,15.1
FDH45,1,15.1
FDH45,2,15.1
FDH45,3,
FDH45,4,15.1
FDH45,5,15.1
FDH45,6,
FDH45,7,15.1
FDH45,8,15.1
FDH46,0,6.935
FDH46,1,6.935
FDH46,2,6.935
FDH46,3,6.935
FDH46,4,6.935
FDH46,5,6.935
FDH46,6,6.935
FDH46,7,6.935
FDH46,8,
FDH47,0,13.5
FDH47,1,13.5
FDH47,2,13.5
FDH47,3,13.5
FDH47,4,13.5
FDH47,5,13.5
FDH47,6,13.5
FDH47,7,13.5
FDH47,8,
FDH48,0,
FDH48,1,13.5
FDH48,2,13.5
FDH48,3,13.5
FDH48,4,13.5
FDH48,5,13.5
FDH48,6,13.5
FDH48,7,
FDH48,8,13.5
FDH48,9,13.5
FDH50,0,15.0
FDH50,1,
FDH50,2,15.0
FDH50,3,15.0
FDH50,4,15.0
FDH50,5,15.0
FDH50,6,15.0
FDH50,7,15.0
FDH52,0,
FDH52,1,
FDH52,2,9.42
FDH52,3,9.42
FDH52,4,9.42
FDH52,5,9.42
FDH52,6,9.42
FDH52,7,9.42
FDH52,8,9.42
FDH52,9,9.42
FDH53,0,20.5
FDH53,1,20.5
FDH53,2,20.5
FDH53,3,20.5
FDH53,4,20.5
FDH53,5,20.5
FDH53,6,20.5
FDH53,7,
FDH53,8,20.5
FDH56,0,9.8
FDH56,1,9.8
FDH56,2,9.8
FDH56,3,9.8
FDH56,4,9.8
FDH56,5,9.8
FDH56,6,
FDH56,7,9.8
FDH56,8,
FDH56,9,9.8
FDH57,0,10.895
FDH57,1,
FDH57,2,10.895
FDH57,3,10.895
FDH57,4,10.895
FDH57,5,10.895
FDH57,6,10.895
FDH57,7,10.895
FDH57,8,10.895
FDH57,9,
FDH58,0,12.3
FDH58,1,12.3
FDH58,2,12.3
FDH58,3,12.3
FDH58,4,12.3
FDH58,5,12.3
FDH58,6,
FDH60,0,19.7
FDH60,1,
FDH60,2,19.7
FDH60,3,19.7
FDH60,4,19.7
FDH60,5,
FDH60,6,19.7
FDH60,7,19.7
FDH60,8,19.7
FDI02,0,15.7
FDI02,1,15.7
FDI02,2,15.7
FDI02,3,15.7
FDI02,4,
FDI02,5,15.7
FDI02,6,15.7
FDI02,7,15.7
FDI04,0,13.65
FDI04,1,
FDI04,2,13.65
FDI04,3,13.65
FDI04,4,13.65
FDI04,5,13.65
FDI04,6,
FDI04,7,13.65
FDI04,8,13.65
FDI04,9,13.65
FDI05,0,8.35
FDI05,1,8.35
FDI05,2,8.35
FDI05,3,8.35
FDI05,4,
FDI05,5,
FDI05,6,8.35
FDI05,7,8.35
FDI05,8,8.35
FDI07,0,12.35
FDI07,1,12.35
FDI07,2,12.35
FDI07,3,12.35
FDI07,4,
FDI07,5,
FDI07,6,12.35
FDI07,7,12.35
FDI07,8,12.35
FDI08,0,18.2
FDI08,1,18.2
FDI08,2,18.2
FDI08,3,18.2
FDI08,4,18.2
FDI08,5,18.2
FDI08,6,18.2
FDI08,7,
FDI09,0,20.75
FDI09,1,20.75
FDI09,2,20.75
FDI09,3,20.75
FDI09,4,20.75
FDI09,5,20.75
FDI09,6,20.75
FDI09,7,
FDI10,0,8.51
FDI10,1,8.51
FDI10,2,
FDI10,3,8.51
FDI10,4,8.51
FDI10,5,8.51
FDI10,6,8.51
FDI10,7,8.51
FDI12,0,9.395
FDI12,1,9.395
FDI12,2,9.395
FDI12,3,9.395
FDI12,4,9.395
FDI12,5,9.395
FDI12,6,9.395
FDI12,7,
FDI14,0,14.1
FDI14,1,14.1
FDI14,2,14.1
FDI14,3,14.1
FDI14,4,
FDI14,5,14.1
FDI14,6,14.1
FDI14,7,14.1
FDI15,0,13.8
FDI15,1,13.8
FDI15,2,
FDI15,3,13.8
FDI15,4,13.8
FDI15,5,13.8
FDI15,6,
FDI15,7,13.8
FDI15,8,13.8
FDI15,9,13.8
FDI16,0,14.0
FDI16,1,14.0
FDI16,2,14.0
FDI16,3,14.0
FDI16,4,
FDI16,5,14.0
FDI16,6,
FDI16,7,14.0
FDI16,8,14.0
FDI16,9,14.0
FDI19,0,15.1
FDI19,1,
FDI19,2,15.1
FDI19,3,15.1
FDI19,4,15.1
FDI19,5,15.1
FDI19,6,15.1
FDI19,7,15.1
FDI20,0,19.1
FDI20,1,19.1
FDI20,2,19.1
FDI20,3,19.1
FDI20,4,
FDI20,5,19.1
FDI20,6,
FDI20,7,19.1
FDI20,8,19.1
FDI20,9,19.1
FDI21,0,5.59
FDI21,1,5.59
FDI21,2,5.59
FDI21,3,5.59
FDI21,4,
FDI21,5,5.59
FDI21,6,5.59
FDI21,7,5.59
FDI21,8,5.59
FDI22,0,12.6
FDI22,1,12.6
FDI22,2,
FDI22,3,12.6
FDI22,4,12.6
FDI22,5,
FDI22,6,12.6
FDI22,7,12.6
FDI22,8,12.6
FDI22,9,12.6
FDI24,0,
FDI24,1,
FDI24,2,10.3
FDI24,3,10.3
FDI24,4,10.3
FDI24,5,10.3
FDI24,6,10.3
FDI24,7,10.3
FDI24,8,10.3
FDI26,0,
FDI26,1,5.94
FDI26,2,5.94
FDI26,3,5.94
FDI26,4,5.94
FDI26,5,
FDI26,6,5.94
FDI26,7,5.94
FDI26,8,5.94
FDI27,0,8.71
FDI27,1,8.71
FDI27,2,8.71
FDI27,3,
FDI27,4,8.71
FDI27,5,8.71
FDI27,6,8.71
FDI27,7,8.71
FDI27,8,8.71
FDI28,0,14.3
FDI28,1,14.3
FDI28,2,14.3
FDI28,3,
FDI28,4,14.3
FDI28,5,14.3
FDI28,6,14.3
FDI28,7,14.3
FDI28,8,14.3
FDI32,0,17.7
FDI32,1,17.7
FDI32,2,17.7
FDI32,3,17.7
FDI32,4,17.7
FDI32,5,
FDI32,6,
FDI32,7,17.7
FDI32,8,17.7
FDI32,9,17.7
FDI33,0,16.5
FDI33,1,16.5
FDI33,2,
FDI33,3,16.5
FDI33,4,16.5
FDI33,5,16.5
FDI33,6,16.5
FDI33,7,16.5
FDI34,0,10.65
FDI34,1,10.65
FDI34,2,10.65
FDI34,3,10.65
FDI34,4,10.65
FDI34,5,10.65
FDI34,6,10.65
FDI34,7,
FDI34,8,
FDI35,0,14.0
FDI35,1,14.0
FDI35,2,14.0
FDI35,3,14.0
FDI35,4,14.0
FDI35,5,14.0
FDI35,6,
FDI35,7,14.0
FDI36,0,12.5
FDI36,1,12.5
FDI36,2,12.5
FDI36,3,12.5
FDI36,4,12.5
FDI36,5,12.5
FDI36,6,
FDI36,7,12.5
FDI36,8,12.5
FDI38,0,13.35
FDI38,1,13.35
FDI38,2,13.35
FDI38,3,13.35
FDI38,4,13.35
FDI38,5,13.35
FDI38,6,
FDI38,7,13.35
FDI38,8,13.35
FDI40,0,11.5
FDI40,1,11.5
FDI40,2,11.5
FDI40,3,11.5
FDI40,4,11.5
FDI40,5,
FDI40,6,11.5
FDI40,7,
FDI40,8,11.5
FDI41,0,
FDI41,1,
FDI41,2,18.5
FDI41,3,18.5
FDI41,4,18.5
FDI41,5,18.5
FDI41,6,18.5
FDI41,7,18.5
FDI41,8,18.5
FDI41,9,18.5
FDI44,0,
FDI44,1,16.1
FDI44,2,16.1
FDI44,3,16.1
FDI44,4,16.1
FDI44,5,16.1
FDI44,6,16.1
FDI44,7,16.1
FDI45,0,13.1
FDI45,1,13.1
FDI45,2,13.1
FDI45,3,13.1
FDI45,4,13.1
FDI45,5,13.1
FDI45,6,13.1
FDI45,7,
FDI45,8,
FDI46,0,9.5
FDI46,1,
FDI46,2,9.5
FDI46,3,9.5
FDI46,4,9.5
FDI46,5,9.5
FDI46,6,9.5
FDI48,0,11.85
FDI48,1,11.85
FDI48,2,11.85
FDI48,3,11.85
FDI48,4,11.85
FDI48,5,11.85
FDI48,6,
FDI48,7,
FDI48,8,11.85
FDI50,0,8.42
FDI50,1,8.42
FDI50,2,8.42
FDI50,3,
FDI50,4,8.42
FDI50,5,8.42
FDI50,6,
FDI50,7,8.42
FDI50,8,8.42
FDI52,0,18.7
FDI52,1,18.7
FDI52,2,18.7
FDI52,3,18.7
FDI52,4,18.7
FDI52,5,18.7
FDI52,6,
FDI52,7,18.7
FDI53,0,8.895
FDI53,1,8.895
FDI53,2,8.895
FDI53,3,8.895
FDI53,4,
FDI53,5,
FDI53,6,8.895
FDI53,7,8.895
FDI53,8,8.895
FDI53,9,8.895
FDI56,0,7.325
FDI56,1,7.325
FDI56,2,7.325
FDI56,3,
FDI56,4,7.325
FDI56,5,7.325
FDI56,6,7.325
FDI56,7,
FDI56,8,7.325
FDI56,9,7.325
FDI57,0,19.85
FDI57,1,
FDI57,2,19.85
FDI57,3,19.85
FDI57,4,19.85
FDI57,5,19.85
FDI57,6,19.85
FDI57,7,19.85
FDI58,0,7.64
FDI58,1,7.64
FDI58,2,7.64
FDI58,3,7.64
FDI58,4,
FDI58,5,7.64
FDI58,6,7.64
FDI58,7,7.64
FDI60,0,7.22
FDI60,1,7.22
FDI60,2,7.22
FDI60,3,7.22
FDI60,4,7.22
FDI60,5,7.22
FDI60,6,7.22
FDI60,7,7.22
FDI60,8,
FDJ02,0,
FDJ02,1,17.2
FDJ02,2,17.2
FDJ02,3,17.2
FDJ02,4,17.2
FDJ02,5,17.2
FDJ02,6,17.2
FDJ02,7,
FDJ02,8,17.2
FDJ02,9,17.2
FDJ03,0,12.35
FDJ03,1,12.35
FDJ03,2,12.35
FDJ03,3,12.35
FDJ03,4,
FDJ03,5,12.35
FDJ03,6,12.35
FDJ03,7,12.35
FDJ03,8,12.35
FDJ04,0,18.0
FDJ04,1,18.0
FDJ04,2,18.0
FDJ04,3,18.0
FDJ04,4,18.0
FDJ04,5,18.0
FDJ04,6,
FDJ04,7,18.0
FDJ07,0,7.26
FDJ07,1,
FDJ07,2,7.26
FDJ07,3,7.26
FDJ07,4,7.26
FDJ07,5,7.26
FDJ07,6,7.26
FDJ07,7,7.26
FDJ07,8,7.26
FDJ08,0,
FDJ08,1,11.1
FDJ08,2,11.1
FDJ08,3,11.1
FDJ08,4,11.1
FDJ08,5,
FDJ08,6,11.1
FDJ08,7,11.1
FDJ08,8,11.1
FDJ09,0,15.0
FDJ09,1,15.0
FDJ09,2,15.0
FDJ09,3,15.0
FDJ09,4,15.0
FDJ09,5,15.0
FDJ09,6,15.0
FDJ09,7,
FDJ10,0,
FDJ10,1,5.095
FDJ10,2,5.095
FDJ10,3,5.095
FDJ10,4,5.095
FDJ10,5,5.095
FDJ10,6,5.095
FDJ10,7,5.095
FDJ10,8,
FDJ10,9,5.095
FDJ12,0,8.895
FDJ12,1,8.895
FDJ12,2,8.895
FDJ12,3,8.895
FDJ12,4,
FDJ12,5,8.895
FDJ12,6,8.895
FDJ12,7,8.895
FDJ12,8,8.895
FDJ14,0,10.3
FDJ14,1,
FDJ14,2,10.3
FDJ14,3,10.3
FDJ14,4,10.3
FDJ14,5,10.3
FDJ14,6,10.3
FDJ14,7,
FDJ14,8,10.3
FDJ15,0,11.35
FDJ15,1,11.35
FDJ15,2,11.35
FDJ15,3,
FDJ15,4,11.35
FDJ15,5,11.35
FDJ15,6,11.35
FDJ15,7,11.35
FDJ15,8,
FDJ16,0,9.195
FDJ16,1,9.195
FDJ16,2,9.195
FDJ16,3,9.195
FDJ16,4,9.195
FDJ16,5,
FDJ16,6,9.195
FDJ16,7,9.195
FDJ20,0,20.7
FDJ20,1,20.7
FDJ20,2,20.7
FDJ20,3,20.7
FDJ20,4,20.7
FDJ20,5,20.7
FDJ20,6,20.7
FDJ20,7,20.7
FDJ20,8,
FDJ20,9,
FDJ21,0,16.7
FDJ21,1,
FDJ21,2,16.7
FDJ21,3,16.7
FDJ21,4,16.7
FDJ21,5,16.7
FDJ21,6,16.7
FDJ21,7,16.7
FDJ22,0,
FDJ22,1,18.75
FDJ22,2,18.75
FDJ22,3,18.75
FDJ22,4,
FDJ22,5,18.75
FDJ22,6,18.75
FDJ22,7,18.75
FDJ22,8,18.75
FDJ26,0,15.3
FDJ26,1,15.3
FDJ26,2,15.3
FDJ26,3,15.3
FDJ26,4,
FDJ26,5,15.3
FDJ26,6,15.3
FDJ26,7,
FDJ26,8,15.3
FDJ26,9,15.3
FDJ27,0,17.7
FDJ27,1,17.7
FDJ27,2,17.7
FDJ27,3,17.7
FDJ27,4,17.7
FDJ27,5,17.7
FDJ27,6,17.7
FDJ27,7,
FDJ28,0,12.3
FDJ28,1,
FDJ28,2,12.3
FDJ28,3,12.3
FDJ28,4,12.3
FDJ28,5,12.3
FDJ28,6,12.3
FDJ28,7,12.3
FDJ28,8,12.3
FDJ32,0,
FDJ32,1,10.695
FDJ32,2,10.695
FDJ32,3,10.695
FDJ32,4,10.695
FDJ32,5,10.695
FDJ32,6,10.695
FDJ32,7,10.695
FDJ32,8,10.695
FDJ33,0,8.895
FDJ33,1,8.895
FDJ33,2,8.895
FDJ33,3,
FDJ33,4,8.895
FDJ33,5,8.895
FDJ33,6,8.895
FDJ33,7,
FDJ33,8,8.895
FDJ33,9,8.895
FDJ34,0,11.8
FDJ34,1,11.8
FDJ34,2,11.8
FDJ34,3,11.8
FDJ34,4,11.8
FDJ34,5,
FDJ34,6,11.8
FDJ34,7,11.8
FDJ36,0,14.5
FDJ36,1,14.5
FDJ36,2,14.5
FDJ36,3,14.5
FDJ36,4,
FDJ36,5,14.5
FDJ36,6,14.5
FDJ36,7,14.5
FDJ36,8,14.5
FDJ38,0,8.6
FDJ38,1,8.6
FDJ38,2,8.6
FDJ38,3,8.6
FDJ38,4,8.6
FDJ38,5,8.6
FDJ38,6,8.6
FDJ38,7,
FDJ38,8,
FDJ40,0,
FDJ40,1,13.6
FDJ40,2,13.6
FDJ40,3,13.6
FDJ40,4,13.6
FDJ40,5,13.6
FDJ40,6,13.6
FDJ40,7,13.6
FDJ41,0,6.85
FDJ41,1,6.85
FDJ41,2,6.85
FDJ41,3,6.85
FDJ41,4,6.85
FDJ41,5,6.85
FDJ41,6,
FDJ41,7,6.85
FDJ41,8,6.85
FDJ41,9,
FDJ44,0,12.3
FDJ44,1,12.3
FDJ44,2,12.3
FDJ44,3,12.3
FDJ44,4,12.3
FDJ44,5,12.3
FDJ44,6,
FDJ44,7,12.3
FDJ44,8,12.3
FDJ45,0,
FDJ45,1,17.75
FDJ45,2,17.75
FDJ45,3,17.75
FDJ45,4,17.75
FDJ45,5,17.75
FDJ45,6,
FDJ45,7,17.75
FDJ45,8,17.75
FDJ46,0,11.1
FDJ46,1,11.1
FDJ46,2,
FDJ46,3,11.1
FDJ46,4,11.1
FDJ46,5,11.1
FDJ46,6,11.1
FDJ46,7,11.1
FDJ48,0,11.3
FDJ48,1,11.3
FDJ48,2,11.3
FDJ48,3,
FDJ48,4,11.3
FDJ48,5,11.3
FDJ48,6,11.3
FDJ48,7,11.3
FDJ48,8,11.3
FDJ50,0,8.645
FDJ50,1,8.645
FDJ50,2,8.645
FDJ50,3,
FDJ50,4,8.645
FDJ50,5,8.645
FDJ50,6,8.645
FDJ50,7,8.645
FDJ50,8,8.645
FDJ52,0,7.145
FDJ52,1,7.145
FDJ52,2,7.145
FDJ52,3,7.145
FDJ52,4,7.145
FDJ52,5,7.145
FDJ52,6,7.145
FDJ52,7,
FDJ53,0,10.5
FDJ53,1,10.5
FDJ53,2,10.5
FDJ53,3,10.5
FDJ53,4,
FDJ53,5,10.5
FDJ53,6,10.5
FDJ53,7,10.5
FDJ53,8,10.5
FDJ53,9,
FDJ55,0,12.8
FDJ55,1,12.8
FDJ55,2,12.8
FDJ55,3,12.8
FDJ55,4,12.8
FDJ55,5,12.8
FDJ55,6,12.8
FDJ55,7,
FDJ55,8,12.8
FDJ56,0,
FDJ56,1,
FDJ56,2,8.985
FDJ56,3,8.985
FDJ56,4,8.985
FDJ56,5,8.985
FDJ56,6,8.985
FDJ56,7,8.985
FDJ56,8,8.985
FDJ57,0,7.42
FDJ57,1,7.42
FDJ57,2,7.42
FDJ57,3,
FDJ57,4,7.42
FDJ57,5,7.42
FDJ57,6,7.42
FDJ57,7,
FDJ57,8,7.42
FDJ57,9,7.42
FDJ58,0,15.6
FDJ58,1,15.6
FDJ58,2,15.6
FDJ58,3,
FDJ58,4,15.6
FDJ58,5,15.6
FDJ58,6,
FDJ58,7,15.6
FDJ58,8,15.6
FDJ58,9,15.6
FDJ60,0,19.35
FDJ60,1,19.35
FDJ60,2,19.35
FDJ60,3,19.35
FDJ60,4,19.35
FDJ60,5,19.35
FDJ60,6,
FDJ60,7,19.35
FDJ60,8,19.35
FDK02,0,12.5
FDK02,1,12.5
FDK02,2,
FDK02,3,12.5
FDK02,4,12.5
FDK02,5,12.5
FDK02,6,
FDK02,7,12.5
FDK02,8,12.5
FDK02,9,12.5
FDK03,0,12.6
FDK03,1,12.6
FDK03,2,12.6
FDK03,3,
FDK03,4,12.6
FDK03,5,12.6
FDK03,6,12.6
FDK03,7,12.6
FDK03,8,12.6
FDK04,0,7.36
FDK04,1,7.36
FDK04,2,7.36
FDK04,3,
FDK04,4,7.36
FDK04,5,7.36
FDK04,6,7.36
FDK04,7,7.36
FDK04,8,7.36
FDK08,0,
FDK08,1,9.195
FDK08,2,
FDK08,3,9.195
FDK08,4,9.195
FDK08,5,9.195
FDK08,6,9.195
FDK08,7,9.195
FDK08,8,9.195
FDK08,9,9.195
FDK09,0,15.2
FDK09,1,15.2
FDK09,2,
FDK09,3,15.2
FDK09,4,15.2
FDK09,5,
FDK09,6,15.2
FDK09,7,15.2
FDK09,8,15.2
FDK09,9,15.2
FDK10,0,
FDK10,1,5.785
FDK10,2,5.785
FDK10,3,5.785
FDK10,4,5.785
FDK10,5,5.785
FDK10,6,5.785
FDK10,7,5.785
FDK14,0,6.98
FDK14,1,6.98
FDK14,2,6.98
FDK14,3,6.98
FDK14,4,6.98
FDK14,5,6.98
FDK14,6,6.98
FDK14,7,
FDK15,0,10.8
FDK15,1,
FDK15,2,
FDK15,3,10.8
FDK15,4,10.8
FDK15,5,10.8
FDK15,6,10.8
FDK15,7,10.8
FDK15,8,10.8
FDK15,9,10.8
FDK16,0,9.065
FDK16,1,9.065
FDK16,2,
FDK16,3,9.065
FDK16,4,9.065
FDK16,5,9.065
FDK16,6,
FDK16,7,9.065
FDK16,8,9.065
FDK20,0,12.6
FDK20,1,12.6
FDK20,2,
FDK20,3,12.6
FDK20,4,12.6
FDK20,5,
FDK20,6,12.6
FDK20,7,12.6
FDK20,8,12.6
FDK21,0,7.905
FDK21,1,7.905
FDK21,2,7.905
FDK21,3,7.905
FDK21,4,7.905
FDK21,5,7.905
FDK21,6,7.905
FDK21,7,7.905
FDK21,8,
FDK22,0,9.8
FDK22,1,9.8
FDK22,2,9.8
FDK22,3,
FDK22,4,9.8
FDK22,5,9.8
FDK22,6,9.8
FDK22,7,9.8
FDK24,0,9.195
FDK24,1,
FDK24,2,9.195
FDK24,3,
FDK24,4,9.195
FDK24,5,9.195
FDK24,6,9.195
FDK24,7,9.195
FDK24,8,9.195
FDK25,0,11.6
FDK25,1,11.6
FDK25,2,
FDK25,3,11.6
FDK25,4,
FDK25,5,11.6
FDK25,6,11.6
FDK25,7,11.6
FDK25,8,11.6
FDK26,0,5.46
FDK26,1,5.46
FDK26,2,5.46
FDK26,3,5.46
FDK26,4,5.46
FDK26,5,
FDK26,6,5.46
FDK26,7,5.46
FDK26,8,5.46
FDK26,9,
FDK27,0,11.0
FDK27,1,11.0
FDK27,2,11.0
FDK27,3,
FDK27,4,
FDK27,5,11.0
FDK27,6,11.0
FDK27,7,11.0
FDK27,8,11.0
FDK28,0,5.695
FDK28,1,5.695
FDK28,2,5.695
FDK28,3,
FDK28,4,5.695
FDK28,5,5.695
FDK28,6,5.695
FDK28,7,5.695
FDK28,8,5.695
FDK32,0,
FDK32,1,16.25
FDK32,2,16.25
FDK32,3,16.25
FDK32,4,16.25
FDK32,5,16.25
FDK32,6,16.25
FDK32,7,
FDK33,0,17.85
FDK33,1,17.85
FDK33,2,17.85
FDK33,3,17.85
FDK33,4,
FDK33,5,
FDK33,6,17.85
FDK33,7,17.85
FDK33,8,17.85
FDK33,9,17.85
FDK34,0,13.35
FDK34,1,13.35
FDK34,2,13.35
FDK34,3,13.35
FDK34,4,
FDK34,5,13.35
FDK34,6,13.35
FDK34,7,13.35
FDK34,8,13.35
FDK36,0,7.09
FDK36,1,7.09
FDK36,2,7.09
FDK36,3,7.09
FDK36,4,
FDK36,5,7.09
FDK36,6,7.09
FDK36,7,7.09
FDK36,8,7.09
FDK38,0,6.65
FDK38,1,6.65
FDK38,2,6.65
FDK38,3,6.65
FDK38,4,
FDK38,5,6.65
FDK38,6,6.65
FDK38,7,6.65
FDK38,8,
FDK38,9,6.65
FDK40,0,7.035
FDK40,1,7.035
FDK40,2,7.035
FDK40,3,7.035
FDK40,4,
FDK40,5,7.035
FDK40,6,7.035
FDK40,7,7.035
FDK40,8,7.035
FDK41,0,14.3
FDK41,1,14.3
FDK41,2,14.3
FDK41,3,14.3
FDK41,4,
FDK41,5,14.3
FDK41,6,14.3
FDK41,7,
FDK41,8,14.3
FDK41,9,14.3
FDK43,0,9.8
FDK43,1,9.8
FDK43,2,9.8
FDK43,3,9.8
FDK43,4,
FDK43,5,9.8
FDK43,6,9.8
FDK43,7,
FDK43,8,9.8
FDK44,0,16.6
FDK44,1,16.6
FDK44,2,16.6
FDK44,3,16.6
FDK44,4,
FDK44,5,16.6
FDK44,6,16.6
FDK44,7,16.6
FDK44,8,
FDK45,0,
FDK45,1,11.65
FDK45,2,11.65
FDK45,3,11.65
FDK45,4,11.65
FDK45,5,11.65
FDK45,6,11.65
FDK45,7,
FDK45,8,11.65
FDK46,0,9.6
FDK46,1,9.6
FDK46,2,9.6
FDK46,3,9.6
FDK46,4,9.6
FDK46,5,9.6
FDK46,6,9.6
FDK46,7,
FDK46,8,9.6
FDK48,0,7.445
FDK48,1,7.445
FDK48,2,7.445
FDK48,3,
FDK48,4,7.445
FDK48,5,7.445
FDK48,6,7.445
FDK48,7,7.445
FDK48,8,7.445
FDK50,0,7.96
FDK50,1,7.96
FDK50,2,7.96
FDK50,3,7.96
FDK50,4,
FDK50,5,7.96
FDK50,6,7.96
FDK50,7,7.96
FDK50,8,
FDK51,0,19.85
FDK51,1,19.85
FDK51,2,19.85
FDK51,3,19.85
FDK51,4,19.85
FDK51,5,
FDK51,6,19.85
FDK51,7,19.85
FDK51,8,19.85
FDK52,0,18.25
FDK52,1,18.25
FDK52,2,18.25
FDK52,3,18.25
FDK52,4,
FDK52,5,18.25
FDK52,6,18.25
FDK52,7,
FDK52,8,18.25
FDK52,9,18.25
FDK55,0,
FDK55,1,18.5
FDK55,2,18.5
FDK55,3,18.5
FDK55,4,18.5
FDK55,5,18.5
FDK55,6,18.5
FDK55,7,
FDK55,8,18.5
FDK56,0,9.695
FDK56,1,9.695
FDK56,2,9.695
FDK56,3,9.695
FDK56,4,9.695
FDK56,5,9.695
FDK56,6,
FDK56,7,9.695
FDK56,8,
FDK56,9,9.695
FDK57,0,
FDK57,1,10.195
FDK57,2,10.195
FDK57,3,10.195
FDK57,4,10.195
FDK57,5,10.195
FDK57,6,10.195
FDK57,7,10.195
FDK57,8,10.195
FDK58,0,11.35
FDK58,1,11.35
FDK58,2,11.35
FDK58,3,11.35
FDK58,4,
FDK58,5,11.35
FDK58,6,
FDK58,7,11.35
FDK58,8,11.35
FDK60,0,16.5
FDK60,1,16.5
FDK60,2,16.5
FDK60,3,16.5
FDK60,4,16.5
FDK60,5,16.5
FDK60,6,
FDK60,7,16.5
FDL02,0,20.0
FDL02,1,
FDL02,2,20.0
FDL02,3,20.0
FDL02,4,20.0
FDL02,5,20.0
FDL02,6,
FDL02,7,20.0
FDL02,8,20.0
FDL03,0,19.25
FDL03,1,19.25
FDL03,2,19.25
FDL03,3,
FDL03,4,19.25
FDL03,5,19.25
FDL03,6,19.25
FDL03,7,19.25
FDL03,8,19.25
FDL04,0,19.0
FDL04,1,19.0
FDL04,2,
